,timestamp,interval,lastCloseEp,openEp,highEp,lowEp,closeEp,volume,turnoverEv
1618173720,1618173720.0,60.0,597005000.0,597000000.0,597005000.0,597000000.0,597005000.0,402088.0,673508637.0
1618173780,1618173780.0,60.0,597005000.0,597005000.0,597005000.0,597000000.0,597000000.0,33785.0,56591029.0
1618173840,1618173840.0,60.0,597000000.0,597005000.0,597005000.0,597000000.0,597005000.0,4446.0,7447171.0
1618173900,1618173900.0,60.0,597005000.0,597000000.0,597000000.0,596240000.0,596240000.0,1413662.0,2369328699.0
1618173960,1618173960.0,60.0,596240000.0,596225000.0,596225000.0,595800000.0,595890000.0,386358.0,648245785.0
1618174020,1618174020.0,60.0,595890000.0,595890000.0,595890000.0,595885000.0,595890000.0,91595.0,153712370.0
1618174080,1618174080.0,60.0,595890000.0,595890000.0,596000000.0,595885000.0,596000000.0,50665.0,85023535.0
1618174140,1618174140.0,60.0,596000000.0,596000000.0,596445000.0,596000000.0,596070000.0,189588.0,318016028.0
1618174200,1618174200.0,60.0,596070000.0,596070000.0,596075000.0,595800000.0,595800000.0,186514.0,313021289.0
1618174260,1618174260.0,60.0,595800000.0,595800000.0,595980000.0,595800000.0,595980000.0,1803603.0,3026681865.0
1618174320,1618174320.0,60.0,595980000.0,595995000.0,596105000.0,595995000.0,596105000.0,1341516.0,2250716496.0
1618174380,1618174380.0,60.0,596105000.0,596105000.0,596235000.0,596100000.0,596165000.0,2279025.0,3822763565.0
1618174440,1618174440.0,60.0,596165000.0,596165000.0,596450000.0,596165000.0,596450000.0,1128767.0,1892726262.0
1618174500,1618174500.0,60.0,596450000.0,596450000.0,596525000.0,596445000.0,596525000.0,568524.0,953152790.0
1618174560,1618174560.0,60.0,596525000.0,596520000.0,596525000.0,596520000.0,596525000.0,2236.0,3748399.0
1618174620,1618174620.0,60.0,596525000.0,596525000.0,596795000.0,596520000.0,596795000.0,1155849.0,1937552763.0
1618174680,1618174680.0,60.0,596795000.0,596830000.0,597070000.0,596830000.0,597070000.0,2780644.0,4657867303.0
1618174740,1618174740.0,60.0,597070000.0,597075000.0,597670000.0,597075000.0,597670000.0,619673.0,1037706961.0
1618174800,1618174800.0,60.0,597670000.0,597670000.0,597670000.0,597035000.0,597035000.0,82241.0,137694175.0
1618174860,1618174860.0,60.0,597035000.0,597040000.0,597040000.0,597030000.0,597035000.0,52180.0,87398778.0
1618174920,1618174920.0,60.0,597035000.0,597030000.0,597035000.0,597005000.0,597010000.0,208254.0,348830524.0
1618174980,1618174980.0,60.0,597010000.0,597010000.0,597010000.0,596900000.0,596905000.0,1450.0,2429041.0
1618175040,1618175040.0,60.0,596905000.0,596905000.0,596905000.0,596900000.0,596905000.0,13154.0,22037154.0
1618175100,1618175100.0,60.0,596905000.0,596900000.0,596900000.0,596750000.0,596750000.0,270791.0,453709706.0
1618175160,1618175160.0,60.0,596750000.0,596750000.0,596755000.0,596750000.0,596750000.0,3443.0,5769560.0
1618175220,1618175220.0,60.0,596750000.0,596755000.0,596755000.0,596750000.0,596750000.0,20224.0,33890025.0
1618175280,1618175280.0,60.0,596750000.0,596750000.0,596750000.0,596670000.0,596670000.0,11133.0,18656964.0
1618175340,1618175340.0,60.0,596670000.0,596665000.0,596665000.0,596250000.0,596250000.0,144183.0,241731848.0
1618175400,1618175400.0,60.0,596250000.0,596250000.0,596640000.0,596250000.0,596640000.0,1286165.0,2156107784.0
1618175460,1618175460.0,60.0,596640000.0,596640000.0,596640000.0,596635000.0,596640000.0,133272.0,223371922.0
1618175520,1618175520.0,60.0,596640000.0,596640000.0,597060000.0,596640000.0,597060000.0,172123.0,288437437.0
1618175580,1618175580.0,60.0,597060000.0,597130000.0,597130000.0,597060000.0,597060000.0,232.0,388525.0
1618175640,1618175640.0,60.0,597060000.0,597060000.0,597065000.0,597060000.0,597060000.0,35852.0,60047345.0
1618175700,1618175700.0,60.0,597060000.0,597065000.0,597065000.0,596485000.0,596490000.0,399468.0,669350629.0
1618175760,1618175760.0,60.0,596490000.0,596490000.0,596490000.0,596485000.0,596490000.0,2211.0,3706680.0
1618175820,1618175820.0,60.0,596490000.0,596490000.0,596540000.0,596485000.0,596540000.0,283595.0,475422296.0
1618175880,1618175880.0,60.0,596540000.0,596540000.0,596600000.0,596535000.0,596600000.0,932748.0,1563543045.0
1618175940,1618175940.0,60.0,596600000.0,596605000.0,596660000.0,596605000.0,596660000.0,531073.0,890120644.0
1618176000,1618176000.0,60.0,596660000.0,596660000.0,596725000.0,596655000.0,596725000.0,1704038.0,2855831879.0
1618176060,1618176060.0,60.0,596725000.0,596730000.0,596795000.0,596730000.0,596795000.0,1304926.0,2186685712.0
1618176120,1618176120.0,60.0,596795000.0,596795000.0,596805000.0,596790000.0,596800000.0,650752.0,1090406873.0
1618176180,1618176180.0,60.0,596800000.0,596800000.0,596805000.0,596800000.0,596800000.0,7396.0,12392732.0
1618176240,1618176240.0,60.0,596800000.0,596805000.0,596805000.0,596800000.0,596805000.0,14862.0,24902773.0
1618176300,1618176300.0,60.0,596805000.0,596800000.0,596800000.0,596520000.0,596520000.0,155008.0,259845741.0
1618176360,1618176360.0,60.0,596520000.0,596520000.0,596520000.0,596500000.0,596505000.0,1152.0,1931202.0
1618176420,1618176420.0,60.0,596505000.0,596500000.0,596500000.0,596250000.0,596315000.0,392940.0,659005394.0
1618176480,1618176480.0,60.0,596315000.0,596315000.0,596505000.0,596310000.0,596505000.0,2837102.0,4756940070.0
1618176540,1618176540.0,60.0,596505000.0,596510000.0,596510000.0,596080000.0,596085000.0,431511.0,723567059.0
1618176600,1618176600.0,60.0,596085000.0,596080000.0,596085000.0,595765000.0,595765000.0,272412.0,457150465.0
1618176660,1618176660.0,60.0,595765000.0,595770000.0,595770000.0,595765000.0,595765000.0,516861.0,867557495.0
1618176720,1618176720.0,60.0,595765000.0,595765000.0,595770000.0,595765000.0,595765000.0,44683.0,75000752.0
1618176780,1618176780.0,60.0,595765000.0,595765000.0,595770000.0,595765000.0,595770000.0,26814.0,45007374.0
1618176840,1618176840.0,60.0,595770000.0,595765000.0,596635000.0,595765000.0,596635000.0,1659106.0,2784158888.0
1618176900,1618176900.0,60.0,596635000.0,596640000.0,596640000.0,596430000.0,596430000.0,90247.0,151294524.0
1618176960,1618176960.0,60.0,596430000.0,596425000.0,596430000.0,596425000.0,596425000.0,2070.0,3470653.0
1618177020,1618177020.0,60.0,596425000.0,596425000.0,596430000.0,596425000.0,596425000.0,18544.0,31091899.0
1618177080,1618177080.0,60.0,596425000.0,596430000.0,596645000.0,596425000.0,596645000.0,956836.0,1604156235.0
1618177140,1618177140.0,60.0,596645000.0,596715000.0,596885000.0,596715000.0,596885000.0,732898.0,1227927298.0
1618177200,1618177200.0,60.0,596885000.0,596905000.0,596995000.0,596905000.0,596995000.0,178306.0,298689494.0
1618177260,1618177260.0,60.0,596995000.0,597000000.0,597000000.0,596995000.0,597000000.0,21160.0,35443885.0
1618177320,1618177320.0,60.0,597000000.0,597000000.0,597000000.0,596995000.0,597000000.0,250250.0,419179230.0
1618177380,1618177380.0,60.0,597000000.0,597000000.0,597000000.0,596995000.0,597000000.0,7004.0,11732073.0
1618177440,1618177440.0,60.0,597000000.0,597000000.0,597250000.0,596995000.0,597250000.0,274189.0,459250408.0
1618177500,1618177500.0,60.0,597250000.0,597250000.0,597265000.0,597000000.0,597000000.0,24047.0,40263764.0
1618177560,1618177560.0,60.0,597000000.0,597000000.0,597005000.0,597000000.0,597005000.0,8846.0,14817390.0
1618177620,1618177620.0,60.0,597005000.0,597005000.0,597005000.0,597000000.0,597005000.0,20881.0,34976473.0
1618177680,1618177680.0,60.0,597005000.0,597000000.0,597000000.0,596700000.0,596700000.0,13330.0,22331155.0
1618177740,1618177740.0,60.0,596700000.0,596700000.0,596790000.0,596700000.0,596790000.0,370948.0,621624989.0
1618177800,1618177800.0,60.0,596790000.0,596790000.0,596790000.0,596690000.0,596690000.0,63292.0,106054088.0
1618177860,1618177860.0,60.0,596690000.0,596690000.0,596695000.0,595885000.0,596260000.0,1860177.0,3119927831.0
1618177920,1618177920.0,60.0,596260000.0,596320000.0,596805000.0,596320000.0,596425000.0,128916.0,216046032.0
1618177980,1618177980.0,60.0,596425000.0,596380000.0,596380000.0,596380000.0,596380000.0,26.0,43595.0
1618178040,1618178040.0,60.0,596380000.0,596380000.0,596380000.0,596375000.0,596380000.0,2752.0,4614539.0
1618178100,1618178100.0,60.0,596380000.0,596380000.0,596380000.0,596375000.0,596375000.0,8297.0,13912382.0
1618178160,1618178160.0,60.0,596375000.0,596380000.0,596380000.0,596375000.0,596375000.0,5320.0,8920542.0
1618178220,1618178220.0,60.0,596375000.0,596375000.0,596380000.0,596300000.0,596305000.0,24064.0,40350905.0
1618178280,1618178280.0,60.0,596305000.0,596300000.0,596305000.0,596300000.0,596305000.0,32552.0,54589950.0
1618178340,1618178340.0,60.0,596305000.0,596300000.0,596460000.0,596300000.0,596460000.0,123842.0,207671852.0
1618178400,1618178400.0,60.0,596460000.0,596460000.0,596510000.0,595890000.0,595890000.0,174331.0,292292733.0
1618178460,1618178460.0,60.0,595890000.0,595895000.0,596070000.0,595895000.0,596070000.0,245076.0,411270551.0
1618178520,1618178520.0,60.0,596070000.0,596070000.0,596070000.0,596065000.0,596070000.0,21961.0,36843287.0
1618178580,1618178580.0,60.0,596070000.0,596060000.0,596060000.0,595505000.0,595505000.0,1111118.0,1865026705.0
1618178640,1618178640.0,60.0,595505000.0,595505000.0,595505000.0,595000000.0,595030000.0,1232443.0,2070405347.0
1618178700,1618178700.0,60.0,595030000.0,595030000.0,595040000.0,595030000.0,595040000.0,330586.0,555572947.0
1618178760,1618178760.0,60.0,595040000.0,595045000.0,595500000.0,595045000.0,595435000.0,66197.0,111176712.0
1618178820,1618178820.0,60.0,595435000.0,595430000.0,595500000.0,595430000.0,595475000.0,19448.0,32659691.0
1618178880,1618178880.0,60.0,595475000.0,595495000.0,595500000.0,595305000.0,595310000.0,23324.0,39169334.0
1618178940,1618178940.0,60.0,595310000.0,595315000.0,595905000.0,595315000.0,595775000.0,67218.0,112817695.0
1618179000,1618179000.0,60.0,595775000.0,595775000.0,595775000.0,595705000.0,595705000.0,35406.0,59429661.0
1618179060,1618179060.0,60.0,595705000.0,595705000.0,596095000.0,595700000.0,596095000.0,8767.0,14714514.0
1618179120,1618179120.0,60.0,596095000.0,596095000.0,596095000.0,596025000.0,596030000.0,8250.0,13841517.0
1618179180,1618179180.0,60.0,596030000.0,596030000.0,596200000.0,596030000.0,596200000.0,63503.0,106527946.0
1618179240,1618179240.0,60.0,596200000.0,596200000.0,596200000.0,596195000.0,596200000.0,70763.0,118690526.0
1618179300,1618179300.0,60.0,596200000.0,596250000.0,596415000.0,596110000.0,596110000.0,1821132.0,3054166128.0
1618179360,1618179360.0,60.0,596110000.0,596110000.0,596115000.0,596025000.0,596025000.0,202086.0,339023619.0
1618179420,1618179420.0,60.0,596025000.0,596025000.0,596660000.0,596025000.0,596660000.0,59160.0,99230160.0
1618179480,1618179480.0,60.0,596660000.0,596665000.0,597000000.0,596665000.0,597000000.0,168202.0,281860528.0
1618179540,1618179540.0,60.0,597000000.0,597000000.0,597350000.0,596995000.0,597350000.0,200460.0,335658117.0
1618179600,1618179600.0,60.0,597350000.0,597350000.0,597665000.0,597350000.0,597665000.0,715697.0,1197578320.0
1618179660,1618179660.0,60.0,597665000.0,597665000.0,597665000.0,597405000.0,597480000.0,209843.0,351173470.0
1618179720,1618179720.0,60.0,597480000.0,597480000.0,598000000.0,597480000.0,598000000.0,102298.0,171128486.0
1618179780,1618179780.0,60.0,598000000.0,598000000.0,599975000.0,597845000.0,599740000.0,1486957.0,2483077479.0
1618179840,1618179840.0,60.0,599740000.0,599735000.0,600240000.0,599485000.0,599620000.0,559391.0,932499657.0
1618179900,1618179900.0,60.0,599620000.0,599625000.0,600145000.0,599450000.0,600145000.0,840629.0,1401429392.0
1618179960,1618179960.0,60.0,600145000.0,600140000.0,600745000.0,600140000.0,600745000.0,1502774.0,2501820141.0
1618180020,1618180020.0,60.0,600745000.0,600740000.0,600850000.0,600575000.0,600850000.0,390620.0,650163806.0
1618180080,1618180080.0,60.0,600850000.0,600850000.0,600850000.0,600330000.0,600330000.0,2588417.0,4309348514.0
1618180140,1618180140.0,60.0,600330000.0,600330000.0,600780000.0,600210000.0,600385000.0,4066675.0,6772051038.0
1618180200,1618180200.0,60.0,600385000.0,600385000.0,600790000.0,600360000.0,600790000.0,1630897.0,2716332549.0
1618180260,1618180260.0,60.0,600790000.0,600800000.0,600800000.0,600730000.0,600730000.0,591610.0,984743619.0
1618180320,1618180320.0,60.0,600730000.0,600730000.0,600730000.0,599630000.0,599630000.0,3612541.0,6018883617.0
1618180380,1618180380.0,60.0,599630000.0,599630000.0,599630000.0,599060000.0,599060000.0,1085878.0,1811870525.0
1618180440,1618180440.0,60.0,599060000.0,599065000.0,599070000.0,599060000.0,599070000.0,344510.0,575079677.0
1618180500,1618180500.0,60.0,599070000.0,599070000.0,599070000.0,599065000.0,599065000.0,18451.0,30799598.0
1618180560,1618180560.0,60.0,599065000.0,599070000.0,599070000.0,598530000.0,598530000.0,808238.0,1349605119.0
1618180620,1618180620.0,60.0,598530000.0,598530000.0,598530000.0,597885000.0,598195000.0,614087.0,1026709924.0
1618180680,1618180680.0,60.0,598195000.0,598330000.0,598490000.0,598195000.0,598195000.0,2610010.0,4362333035.0
1618180740,1618180740.0,60.0,598195000.0,598195000.0,598195000.0,598070000.0,598070000.0,1623305.0,2714098442.0
1618180800,1618180800.0,60.0,598070000.0,598070000.0,598590000.0,598070000.0,598590000.0,500067.0,835492557.0
1618180860,1618180860.0,60.0,598590000.0,598590000.0,598910000.0,598585000.0,598905000.0,388478.0,648722412.0
1618180920,1618180920.0,60.0,598905000.0,598900000.0,598905000.0,598610000.0,598610000.0,1302861.0,2176248071.0
1618180980,1618180980.0,60.0,598610000.0,598600000.0,598905000.0,598600000.0,598605000.0,206140.0,344287272.0
1618181040,1618181040.0,60.0,598605000.0,598595000.0,598780000.0,598595000.0,598660000.0,269249.0,449743626.0
1618181100,1618181100.0,60.0,598660000.0,598660000.0,599360000.0,598660000.0,599340000.0,767264.0,1280331622.0
1618181160,1618181160.0,60.0,599340000.0,599345000.0,599345000.0,599275000.0,599280000.0,59254.0,98866715.0
1618181220,1618181220.0,60.0,599280000.0,599280000.0,600300000.0,599280000.0,600300000.0,655541.0,1092841900.0
1618181280,1618181280.0,60.0,600300000.0,600295000.0,600445000.0,600290000.0,600430000.0,303907.0,506250388.0
1618181340,1618181340.0,60.0,600430000.0,600425000.0,600425000.0,600070000.0,600320000.0,203872.0,339627369.0
1618181400,1618181400.0,60.0,600320000.0,600325000.0,600800000.0,600320000.0,600800000.0,174427.0,290503836.0
1618181460,1618181460.0,60.0,600800000.0,600800000.0,601385000.0,600800000.0,601200000.0,720176.0,1197713915.0
1618181520,1618181520.0,60.0,601200000.0,601200000.0,601205000.0,600825000.0,600825000.0,311136.0,517768518.0
1618181580,1618181580.0,60.0,600825000.0,600825000.0,601335000.0,600825000.0,601335000.0,137611.0,228988919.0
1618181640,1618181640.0,60.0,601335000.0,601335000.0,601335000.0,601160000.0,601160000.0,145988.0,242833537.0
1618181700,1618181700.0,60.0,601160000.0,601155000.0,601155000.0,600690000.0,600760000.0,96168.0,160057042.0
1618181760,1618181760.0,60.0,600760000.0,600765000.0,600765000.0,600410000.0,600410000.0,612559.0,1019922499.0
1618181820,1618181820.0,60.0,600410000.0,600410000.0,600410000.0,600200000.0,600200000.0,377894.0,629559025.0
1618181880,1618181880.0,60.0,600200000.0,600200000.0,600755000.0,600200000.0,600755000.0,741483.0,1234464082.0
1618181940,1618181940.0,60.0,600755000.0,600755000.0,601330000.0,600755000.0,601330000.0,210756.0,350548368.0
1618182000,1618182000.0,60.0,601330000.0,601330000.0,601330000.0,600955000.0,601055000.0,1172669.0,1950954256.0
1618182060,1618182060.0,60.0,601055000.0,601055000.0,601060000.0,600730000.0,600730000.0,1236176.0,2057047157.0
1618182120,1618182120.0,60.0,600730000.0,600735000.0,600740000.0,600350000.0,600355000.0,820149.0,1365624537.0
1618182180,1618182180.0,60.0,600355000.0,600350000.0,600810000.0,600340000.0,600810000.0,2066226.0,3440094961.0
1618182240,1618182240.0,60.0,600810000.0,600810000.0,600880000.0,600575000.0,600580000.0,2141962.0,3565743665.0
1618182300,1618182300.0,60.0,600580000.0,600575000.0,600660000.0,600340000.0,600345000.0,1004155.0,1672376113.0
1618182360,1618182360.0,60.0,600345000.0,600395000.0,600400000.0,600145000.0,600370000.0,815418.0,1358216895.0
1618182420,1618182420.0,60.0,600370000.0,600370000.0,600370000.0,600120000.0,600125000.0,1209061.0,2014474110.0
1618182480,1618182480.0,60.0,600125000.0,600120000.0,600125000.0,600120000.0,600125000.0,80090.0,133455571.0
1618182540,1618182540.0,60.0,600125000.0,600125000.0,600340000.0,600120000.0,600120000.0,2284839.0,3806426322.0
1618182600,1618182600.0,60.0,600120000.0,600120000.0,600605000.0,600120000.0,600380000.0,605513.0,1008376081.0
1618182660,1618182660.0,60.0,600380000.0,600375000.0,600375000.0,600315000.0,600315000.0,1348940.0,2246969304.0
1618182720,1618182720.0,60.0,600315000.0,600320000.0,600320000.0,600220000.0,600225000.0,293293.0,488606483.0
1618182780,1618182780.0,60.0,600225000.0,600210000.0,600210000.0,599655000.0,599750000.0,1632812.0,2722228004.0
1618182840,1618182840.0,60.0,599750000.0,599750000.0,599755000.0,599570000.0,599735000.0,688669.0,1148335528.0
1618182900,1618182900.0,60.0,599735000.0,599735000.0,600010000.0,599690000.0,599885000.0,993423.0,1655967523.0
1618182960,1618182960.0,60.0,599885000.0,599885000.0,599885000.0,599595000.0,599600000.0,518807.0,865177161.0
1618183020,1618183020.0,60.0,599600000.0,599600000.0,599900000.0,599600000.0,599900000.0,28609.0,47696496.0
1618183080,1618183080.0,60.0,599900000.0,599895000.0,599900000.0,599820000.0,599820000.0,106422.0,177402205.0
1618183140,1618183140.0,60.0,599820000.0,599820000.0,599885000.0,599820000.0,599885000.0,1344.0,2240641.0
1618183200,1618183200.0,60.0,599885000.0,599890000.0,600000000.0,599885000.0,600000000.0,46970.0,78296517.0
1618183260,1618183260.0,60.0,600000000.0,600000000.0,600060000.0,599775000.0,600060000.0,372913.0,621614374.0
1618183320,1618183320.0,60.0,600060000.0,600220000.0,600860000.0,600220000.0,600755000.0,243054.0,404796385.0
1618183380,1618183380.0,60.0,600755000.0,600755000.0,600755000.0,600255000.0,600440000.0,3519954.0,5861664350.0
1618183440,1618183440.0,60.0,600440000.0,600440000.0,600440000.0,600250000.0,600255000.0,1781930.0,2968162441.0
1618183500,1618183500.0,60.0,600255000.0,600250000.0,600250000.0,599605000.0,599605000.0,112751.0,187948304.0
1618183560,1618183560.0,60.0,599605000.0,599605000.0,599605000.0,599205000.0,599215000.0,381172.0,635937458.0
1618183620,1618183620.0,60.0,599215000.0,599215000.0,599350000.0,599215000.0,599350000.0,79405.0,132513611.0
1618183680,1618183680.0,60.0,599350000.0,599355000.0,599355000.0,599250000.0,599340000.0,249578.0,416471387.0
1618183740,1618183740.0,60.0,599340000.0,599360000.0,599605000.0,599360000.0,599605000.0,10280.0,17150942.0
1618183800,1618183800.0,60.0,599605000.0,599600000.0,599605000.0,599425000.0,599425000.0,609674.0,1016850329.0
1618183860,1618183860.0,60.0,599425000.0,599425000.0,599425000.0,599275000.0,599335000.0,81003.0,135150523.0
1618183920,1618183920.0,60.0,599335000.0,599315000.0,599320000.0,599315000.0,599320000.0,61353.0,102371161.0
1618183980,1618183980.0,60.0,599320000.0,599320000.0,599320000.0,598415000.0,598695000.0,2271282.0,3790897566.0
1618184040,1618184040.0,60.0,598695000.0,598700000.0,599015000.0,598695000.0,599015000.0,101847.0,170089227.0
1618184100,1618184100.0,60.0,599015000.0,599105000.0,599360000.0,599105000.0,599360000.0,12864.0,21469526.0
1618184160,1618184160.0,60.0,599360000.0,599450000.0,599450000.0,599445000.0,599445000.0,16245.0,27099841.0
1618184220,1618184220.0,60.0,599445000.0,599450000.0,600055000.0,599445000.0,600055000.0,182955.0,305168232.0
1618184280,1618184280.0,60.0,600055000.0,600055000.0,600070000.0,600050000.0,600070000.0,17535.0,29222392.0
1618184340,1618184340.0,60.0,600070000.0,600070000.0,600210000.0,600070000.0,600205000.0,452600.0,754076297.0
1618184400,1618184400.0,60.0,600205000.0,600210000.0,600210000.0,600205000.0,600205000.0,4137.0,6892598.0
1618184460,1618184460.0,60.0,600205000.0,600205000.0,600285000.0,600205000.0,600285000.0,50742.0,84540214.0
1618184520,1618184520.0,60.0,600285000.0,600360000.0,600495000.0,600360000.0,600495000.0,459521.0,765286693.0
1618184580,1618184580.0,60.0,600495000.0,600500000.0,600725000.0,600500000.0,600725000.0,80604.0,134216474.0
1618184640,1618184640.0,60.0,600725000.0,600725000.0,600725000.0,599945000.0,600040000.0,859688.0,1432054346.0
1618184700,1618184700.0,60.0,600040000.0,600045000.0,600420000.0,600040000.0,600145000.0,94806.0,157975597.0
1618184760,1618184760.0,60.0,600145000.0,600160000.0,600810000.0,600160000.0,600595000.0,64305.0,107084937.0
1618184820,1618184820.0,60.0,600595000.0,600545000.0,600550000.0,599575000.0,599810000.0,92957.0,154916760.0
1618184880,1618184880.0,60.0,599810000.0,599975000.0,600190000.0,599765000.0,599890000.0,12379.0,20627349.0
1618184940,1618184940.0,60.0,599890000.0,599895000.0,599970000.0,599890000.0,599970000.0,23463.0,39112050.0
1618185000,1618185000.0,60.0,599970000.0,599975000.0,600090000.0,599955000.0,600085000.0,15506.0,25844568.0
1618185060,1618185060.0,60.0,600085000.0,600090000.0,600090000.0,600085000.0,600085000.0,64047.0,106729353.0
1618185120,1618185120.0,60.0,600085000.0,600090000.0,600245000.0,600085000.0,600245000.0,230105.0,383429252.0
1618185180,1618185180.0,60.0,600245000.0,600250000.0,600540000.0,600245000.0,600540000.0,160765.0,267807165.0
1618185240,1618185240.0,60.0,600540000.0,600540000.0,600810000.0,600540000.0,600810000.0,33973.0,56563740.0
1618185300,1618185300.0,60.0,600810000.0,600850000.0,600855000.0,600850000.0,600855000.0,55018.0,91566179.0
1618185360,1618185360.0,60.0,600855000.0,600855000.0,600855000.0,600855000.0,600855000.0,10623.0,17679798.0
1618185420,1618185420.0,60.0,600855000.0,600850000.0,600855000.0,600800000.0,600800000.0,385240.0,641157025.0
1618185480,1618185480.0,60.0,600800000.0,600805000.0,600805000.0,600755000.0,600755000.0,421497.0,701606975.0
1618185540,1618185540.0,60.0,600755000.0,600755000.0,600755000.0,600325000.0,600410000.0,509821.0,849062906.0
1618185600,1618185600.0,60.0,600410000.0,600525000.0,602365000.0,600520000.0,602255000.0,2480440.0,4124200980.0
1618185660,1618185660.0,60.0,602255000.0,602255000.0,604610000.0,602250000.0,604505000.0,5435956.0,9011998426.0
1618185720,1618185720.0,60.0,604505000.0,604505000.0,604505000.0,603135000.0,603605000.0,2571489.0,4260171591.0
1618185780,1618185780.0,60.0,603605000.0,603605000.0,603750000.0,603030000.0,603430000.0,608379.0,1008132620.0
1618185840,1618185840.0,60.0,603430000.0,603425000.0,603660000.0,603425000.0,603660000.0,194148.0,321624365.0
1618185900,1618185900.0,60.0,603660000.0,603660000.0,603660000.0,603655000.0,603660000.0,263447.0,436417262.0
1618185960,1618185960.0,60.0,603660000.0,603655000.0,603660000.0,600745000.0,601490000.0,5473966.0,9093163868.0
1618186020,1618186020.0,60.0,601490000.0,601645000.0,601645000.0,600750000.0,601080000.0,1861535.0,3095453214.0
1618186080,1618186080.0,60.0,601080000.0,601220000.0,601450000.0,600540000.0,600545000.0,859027.0,1429573767.0
1618186140,1618186140.0,60.0,600545000.0,600545000.0,600720000.0,600135000.0,600315000.0,789027.0,1314211596.0
1618186200,1618186200.0,60.0,600315000.0,600200000.0,600355000.0,600000000.0,600355000.0,181915.0,303159665.0
1618186260,1618186260.0,60.0,600355000.0,600350000.0,600355000.0,600175000.0,600175000.0,671977.0,1119310307.0
1618186320,1618186320.0,60.0,600175000.0,600180000.0,600180000.0,599365000.0,599365000.0,811829.0,1353684456.0
1618186380,1618186380.0,60.0,599365000.0,599365000.0,599365000.0,599300000.0,599300000.0,342705.0,571809458.0
1618186440,1618186440.0,60.0,599300000.0,599300000.0,599490000.0,599300000.0,599485000.0,51534.0,85972948.0
1618186500,1618186500.0,60.0,599485000.0,599480000.0,600025000.0,599480000.0,600025000.0,168810.0,281402848.0
1618186560,1618186560.0,60.0,600025000.0,600020000.0,600025000.0,598685000.0,598740000.0,1415010.0,2362233670.0
1618186620,1618186620.0,60.0,598740000.0,598740000.0,598900000.0,598740000.0,598895000.0,319980.0,534279662.0
1618186680,1618186680.0,60.0,598895000.0,598900000.0,599085000.0,598900000.0,599080000.0,329314.0,549818932.0
1618186740,1618186740.0,60.0,599080000.0,599080000.0,599310000.0,599080000.0,599140000.0,63803.0,106499781.0
1618186800,1618186800.0,60.0,599140000.0,599135000.0,599135000.0,597000000.0,597025000.0,4489004.0,7504133014.0
1618186860,1618186860.0,60.0,597025000.0,597145000.0,597810000.0,597140000.0,597805000.0,1253966.0,2097972417.0
1618186920,1618186920.0,60.0,597805000.0,597810000.0,598100000.0,597805000.0,598095000.0,1134250.0,1896536685.0
1618186980,1618186980.0,60.0,598095000.0,598095000.0,598100000.0,598095000.0,598100000.0,44038.0,73630114.0
1618187040,1618187040.0,60.0,598100000.0,598095000.0,598100000.0,598095000.0,598095000.0,324079.0,541851861.0
1618187100,1618187100.0,60.0,598095000.0,598100000.0,598100000.0,598095000.0,598095000.0,21176.0,35405656.0
1618187160,1618187160.0,60.0,598095000.0,598095000.0,598095000.0,597200000.0,597370000.0,1555271.0,2603372843.0
1618187220,1618187220.0,60.0,597370000.0,597370000.0,597535000.0,597000000.0,597160000.0,1531956.0,2564349070.0
1618187280,1618187280.0,60.0,597160000.0,597160000.0,597565000.0,597160000.0,597510000.0,781555.0,1308077941.0
1618187340,1618187340.0,60.0,597510000.0,597510000.0,597510000.0,597505000.0,597505000.0,161475.0,270247608.0
1618187400,1618187400.0,60.0,597505000.0,597510000.0,597995000.0,597510000.0,597995000.0,78791.0,131838572.0
1618187460,1618187460.0,60.0,597995000.0,598000000.0,598095000.0,598000000.0,598095000.0,77063.0,128850839.0
1618187520,1618187520.0,60.0,598095000.0,598095000.0,598095000.0,597650000.0,597655000.0,81843.0,136936896.0
1618187580,1618187580.0,60.0,597655000.0,597650000.0,597785000.0,597650000.0,597780000.0,501674.0,839222084.0
1618187640,1618187640.0,60.0,597780000.0,597780000.0,597960000.0,597780000.0,597960000.0,475865.0,795847797.0
1618187700,1618187700.0,60.0,597960000.0,597960000.0,598050000.0,597960000.0,598050000.0,99737.0,166770427.0
1618187760,1618187760.0,60.0,598050000.0,598050000.0,598095000.0,598050000.0,598095000.0,296190.0,495233864.0
1618187820,1618187820.0,60.0,598095000.0,598095000.0,598555000.0,598095000.0,598555000.0,230945.0,385981736.0
1618187880,1618187880.0,60.0,598555000.0,598555000.0,598585000.0,598510000.0,598510000.0,146846.0,245335029.0
1618187940,1618187940.0,60.0,598510000.0,598515000.0,598960000.0,598515000.0,598935000.0,1250721.0,2089094447.0
1618188000,1618188000.0,60.0,598935000.0,598955000.0,599090000.0,598950000.0,599085000.0,1437332.0,2399639422.0
1618188060,1618188060.0,60.0,599085000.0,599085000.0,599090000.0,599085000.0,599090000.0,89786.0,149870770.0
1618188120,1618188120.0,60.0,599090000.0,599085000.0,599085000.0,599000000.0,599000000.0,30579.0,51045482.0
1618188180,1618188180.0,60.0,599000000.0,599000000.0,599000000.0,598860000.0,598860000.0,77891.0,130052898.0
